ID,Material Name,Category,Unit Cost (USD),Stock Level,Monthly Sales,Avg Lead Time (days),Durability (1-10),Eco-Friendly,Recommended For,Customer Rating (1-5),Image URL,Popular Regions,Seasonality Index,Year,Month
731,Corrugated Cardboard,Bag,0.65,4635,1422.54,11,5,Yes,Glassware,3.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Africa",1.0,2085,May
732,Shrink Wrap,Bag,1.02,3488,1170.6,7,9,Yes,"Jewelry, Clothing, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Australia, Asia",0.93,2085,June
733,Honeycomb Paper,Bag,0.67,1105,1263.39,2,7,No,"Tools, Electronics, Clothing",3.1,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,0.87,2085,July
734,Kraft Paper,Envelope,0.73,4528,1192.4,10,10,Yes,Clothing,4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Europe,1.03,2085,August
735,Rigid Boxes,Box,1.39,3317,2154.33,11,6,Yes,"Clothing, Toys",4.9,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.4,2085,September
736,Shrink Wrap,Box,1.26,1725,1768.0,2,4,Yes,"Cosmetics, Accessories, Food",3.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"North America, UAE",1.21,2085,October
737,Thermal Insulated Box,Box,0.43,1804,1888.84,14,10,Yes,Electronics,4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, Asia",1.32,2085,November
738,Bubble Wrap,Bag,0.85,644,1777.49,9,5,No,"Glassware, Clothing",3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Australia,1.16,2085,December
739,Stretch Film,Bag,0.4,4698,1806.62,9,8,No,Accessories,3.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,1.11,2086,January
740,Bubble Wrap,Envelope,1.03,3928,2289.75,7,7,No,"Accessories, Clothing",3.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Australia, North America",1.49,2086,February
741,Plastic Mailer,Bag,1.95,2715,1331.9,6,8,No,Toys,3.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Asia,1.17,2086,March
742,Jiffy Bag,Wrap,1.46,3070,1764.2,10,8,Yes,"Electronics, Cosmetics, Jewelry",4.8,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,Africa,1.45,2086,April
743,Honeycomb Paper,Filler,0.74,3784,1818.18,7,9,No,"Food, Jewelry",3.6,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Latin America,1.39,2086,May
744,Stretch Film,Box,1.83,3640,1930.42,2,5,Yes,"Tools, Books, Clothing",4.3,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Australia, Latin America",1.38,2086,June
745,Plastic Mailer,Wrap,1.07,2786,1335.37,6,8,No,"Jewelry, Accessories",5.0,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,North America,0.91,2086,July
746,Rigid Boxes,Bag,0.18,3607,1410.42,7,7,Yes,"Cosmetics, Books",3.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Australia",1.09,2086,August
747,Shrink Wrap,Bag,0.69,1566,1947.14,13,9,Yes,"Cosmetics, Electronics",4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Europe,1.37,2086,September
748,Corrugated Cardboard,Envelope,0.38,1703,1186.64,8,6,No,Food,4.8,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,UAE,0.92,2086,October
749,Corrugated Cardboard,Envelope,0.98,4953,1192.01,11,4,No,Books,3.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"UAE, Asia",0.91,2086,November
750,Padded Envelope,Filler,1.32,1474,1534.66,9,3,Yes,"Glassware, Tools, Food",3.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, UAE",1.28,2086,December
751,Thermal Insulated Box,Filler,0.95,177,1443.7,14,9,Yes,Cosmetics,4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.14,2087,January
752,Padded Envelope,Bag,1.77,457,1218.69,14,5,No,"Accessories, Toys",4.3,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,1.01,2087,February
753,Kraft Paper,Envelope,0.88,4841,1019.84,14,4,No,"Glassware, Jewelry",4.3,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Asia, Australia",0.81,2087,March
754,Shrink Wrap,Box,0.21,4427,1280.04,11,10,No,"Toys, Cosmetics",4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Asia, Australia",0.83,2087,April
755,Plastic Mailer,Envelope,1.61,3984,1262.75,13,9,Yes,Food,3.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.0,2087,May
756,Bubble Wrap,Envelope,0.92,681,2009.24,7,7,Yes,"Jewelry, Books",3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Australia,1.14,2087,June
757,Thermal Insulated Box,Wrap,1.11,1732,1390.84,9,4,Yes,"Electronics, Jewelry",3.8,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, Australia",0.95,2087,July
758,Corrugated Cardboard,Filler,0.93,2271,1776.26,14,3,No,Cosmetics,3.7,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Australia,1.25,2087,August
759,Corrugated Cardboard,Filler,1.35,1508,1326.47,11,8,No,"Food, Toys, Electronics",4.2,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Asia, Latin America",1.04,2087,September
760,Corrugated Cardboard,Envelope,1.33,4875,1701.93,6,5,No,Glassware,4.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Africa",1.14,2087,October
761,Plastic Mailer,Wrap,0.86,334,1275.45,7,4,Yes,Tools,3.7,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Africa, North America",0.97,2087,November
762,Padded Envelope,Wrap,1.97,4139,1708.81,9,3,No,"Glassware, Tools, Books",4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Latin America, Europe",1.21,2087,December
763,Shrink Wrap,Bag,1.24,1319,2172.98,14,3,No,Books,3.9,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, Africa",1.24,2088,January
764,Corrugated Cardboard,Box,0.83,2073,2031.27,6,6,Yes,Food,4.7,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,UAE,1.47,2088,February
765,Padded Envelope,Box,0.8,3021,1617.79,13,7,No,"Jewelry, Tools, Cosmetics",3.6,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, North America",1.04,2088,March
766,Shrink Wrap,Envelope,0.59,3505,1076.6,2,5,Yes,Toys,4.5,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Australia, Europe",0.83,2088,April
767,Biodegradable Foam,Filler,1.58,4076,1696.21,9,4,No,Clothing,3.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Africa, UAE",1.22,2088,May
768,Biodegradable Foam,Box,1.67,4270,1822.93,11,5,Yes,Cosmetics,3.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,UAE,1.11,2088,June
769,Corrugated Cardboard,Filler,1.03,283,1464.67,6,7,Yes,Toys,3.9,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Australia,1.12,2088,July
770,Thermal Insulated Box,Bag,0.9,2725,1845.86,5,5,Yes,"Books, Glassware",5.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Australia, UAE",1.12,2088,August
771,Padded Envelope,Filler,0.53,1779,1792.75,15,6,Yes,"Cosmetics, Jewelry",4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,1.2,2088,September
772,Bubble Wrap,Filler,1.75,3486,921.72,10,4,No,"Toys, Accessories",4.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,0.7,2088,October
773,Stretch Film,Box,1.71,3150,1260.93,4,3,Yes,"Electronics, Accessories",3.0,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Latin America,0.85,2088,November
774,Padded Envelope,Envelope,0.66,2868,1668.69,14,8,No,"Food, Toys, Books",4.7,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Africa,1.09,2088,December
775,Shrink Wrap,Wrap,1.46,3277,1274.5,2,10,Yes,Jewelry,4.3,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Africa,0.86,2089,January
776,Kraft Paper,Bag,1.68,783,1517.21,15,10,No,Clothing,3.3,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Africa,1.29,2089,February
777,Padded Envelope,Wrap,1.05,4470,1332.58,8,8,No,Clothing,4.8,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Europe, Asia",1.03,2089,March
778,Rigid Boxes,Bag,1.88,2684,1183.79,3,10,Yes,"Tools, Accessories",3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,UAE,0.87,2089,April
779,Corrugated Cardboard,Wrap,0.06,1263,2008.0,11,4,Yes,"Toys, Glassware, Tools",3.1,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Europe, Australia",1.45,2089,May
780,Honeycomb Paper,Wrap,1.93,3066,1748.54,8,9,Yes,"Accessories, Toys, Jewelry",4.3,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Latin America,1.18,2089,June
781,Jiffy Bag,Wrap,1.79,4498,1065.01,15,3,Yes,Food,3.6,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,North America,0.75,2089,July
782,Bubble Wrap,Box,0.62,3172,1499.04,12,4,No,Books,4.0,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"North America, Asia",1.24,2089,August
783,Jiffy Bag,Envelope,0.22,4278,2128.94,2,4,Yes,"Electronics, Clothing",3.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Asia, North America",1.47,2089,September
784,Plastic Mailer,Bag,0.75,1900,1125.11,10,10,Yes,Accessories,4.5,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Australia, Africa",0.76,2089,October
785,Rigid Boxes,Bag,1.05,568,1458.59,5,8,No,"Accessories, Food",4.9,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Africa",0.99,2089,November
786,Rigid Boxes,Bag,1.89,600,1329.57,7,6,Yes,Cosmetics,3.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Africa, Australia",0.86,2089,December
787,Rigid Boxes,Envelope,1.92,4990,1995.27,3,5,No,"Cosmetics, Clothing",4.0,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,UAE,1.32,2090,January
788,Shrink Wrap,Box,1.87,1855,1721.95,5,5,No,Jewelry,4.9,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Asia, Africa",1.18,2090,February
789,Jiffy Bag,Bag,1.05,1782,1468.55,9,7,No,"Jewelry, Clothing, Cosmetics",3.1,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Africa, Asia",1.06,2090,March
790,Shrink Wrap,Envelope,1.21,1980,954.05,9,10,Yes,Electronics,3.4,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Europe,0.82,2090,April
791,Padded Envelope,Wrap,0.94,1274,1557.02,11,3,No,"Electronics, Glassware",5.0,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Asia, UAE",1.07,2090,May
792,Jiffy Bag,Envelope,1.7,4665,1566.61,13,5,No,Tools,3.9,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Australia, Europe",1.1,2090,June
793,Kraft Paper,Envelope,1.37,2229,1648.07,7,3,Yes,"Tools, Jewelry",4.7,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, Europe",1.15,2090,July
794,Shrink Wrap,Box,0.18,2526,1570.04,13,7,No,Tools,4.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, Asia",1.29,2090,August
795,Shrink Wrap,Bag,0.91,2654,1679.92,7,9,Yes,"Food, Tools",4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, Africa",1.35,2090,September
796,Plastic Mailer,Filler,0.23,4314,1156.61,10,5,No,Jewelry,4.3,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Latin America,0.75,2090,October
797,Honeycomb Paper,Filler,1.01,1339,1250.73,15,3,No,Glassware,3.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,0.9,2090,November
798,Thermal Insulated Box,Box,1.48,4830,1654.23,15,3,Yes,Food,3.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Asia,1.11,2090,December
799,Thermal Insulated Box,Filler,0.7,3654,1455.13,5,7,No,"Food, Clothing",3.9,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.04,2091,January
800,Kraft Paper,Filler,0.44,733,1511.32,5,6,Yes,"Electronics, Jewelry",3.3,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Europe,1.08,2091,February
801,Jiffy Bag,Bag,1.74,976,2014.49,7,5,Yes,"Clothing, Tools",3.2,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Australia, UAE",1.32,2091,March
802,Thermal Insulated Box,Box,0.68,2779,1217.36,2,7,Yes,"Cosmetics, Jewelry",3.6,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Asia",0.92,2091,April
803,Padded Envelope,Filler,1.65,4857,1450.89,13,7,Yes,Cosmetics,4.6,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"North America, Asia",1.03,2091,May
804,Thermal Insulated Box,Envelope,0.17,1656,1091.19,4,9,No,"Glassware, Tools, Books",4.3,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, UAE",0.82,2091,June
805,Padded Envelope,Envelope,0.31,1992,1468.05,13,7,Yes,"Electronics, Jewelry",3.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Europe,1.1,2091,July
806,Kraft Paper,Filler,0.61,3527,1919.95,4,6,No,"Tools, Accessories, Jewelry",4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"North America, Latin America",1.42,2091,August
807,Stretch Film,Filler,1.1,2676,1725.71,10,8,Yes,"Glassware, Accessories",4.8,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Australia, UAE",1.21,2091,September
808,Bubble Wrap,Filler,0.96,4201,1434.69,4,9,No,"Food, Cosmetics, Books",3.3,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"North America, Latin America",1.08,2091,October
809,Corrugated Cardboard,Wrap,0.39,1994,2025.84,9,5,Yes,Glassware,3.9,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Australia",1.29,2091,November
810,Rigid Boxes,Envelope,0.21,2821,1816.67,5,8,Yes,"Electronics, Books",4.9,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,1.43,2091,December
811,Corrugated Cardboard,Filler,1.55,2443,1026.86,11,8,No,"Cosmetics, Jewelry",4.3,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Australia, Latin America",0.75,2092,January
812,Rigid Boxes,Box,1.98,2620,1200.48,8,5,Yes,"Clothing, Toys, Cosmetics",3.7,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Africa,0.9,2092,February
813,Thermal Insulated Box,Filler,0.35,3976,1740.84,4,6,No,"Jewelry, Clothing, Accessories",3.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,UAE,1.09,2092,March
814,Padded Envelope,Filler,1.44,2942,2005.92,12,4,Yes,"Food, Accessories",4.9,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"North America, UAE",1.41,2092,April
815,Thermal Insulated Box,Envelope,0.74,1079,1246.74,15,8,Yes,"Clothing, Accessories, Electronics",3.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Australia",0.81,2092,May
816,Thermal Insulated Box,Wrap,0.46,3717,1758.16,2,6,No,"Accessories, Tools",3.2,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, North America",1.48,2092,June
817,Padded Envelope,Envelope,1.56,4485,1289.23,11,3,Yes,Electronics,3.6,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Europe,0.9,2092,July
818,Jiffy Bag,Envelope,1.58,3347,2020.72,7,9,Yes,"Food, Books, Cosmetics",4.4,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Europe, UAE",1.33,2092,August
819,Bubble Wrap,Envelope,0.45,2793,1519.23,10,9,Yes,Jewelry,3.0,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.08,2092,September
820,Padded Envelope,Bag,1.29,420,2130.55,3,5,No,"Toys, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,1.38,2092,October
821,Plastic Mailer,Envelope,0.34,2968,1402.43,4,9,No,Jewelry,5.0,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Europe, North America",1.06,2092,November
822,Bubble Wrap,Wrap,0.55,4135,1225.72,14,10,No,"Tools, Cosmetics",4.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, North America",0.77,2092,December
823,Padded Envelope,Bag,0.63,4676,1561.53,5,4,Yes,Tools,4.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Africa, Asia",0.91,2093,January
824,Bubble Wrap,Envelope,0.84,2365,1788.31,4,5,Yes,Accessories,4.3,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Australia, Asia",1.33,2093,February
825,Shrink Wrap,Wrap,1.89,1017,1986.26,6,7,No,Glassware,3.3,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"UAE, Latin America",1.49,2093,March
826,Stretch Film,Bag,0.5,4747,1965.53,12,4,No,Tools,3.5,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,UAE,1.23,2093,April
827,Honeycomb Paper,Box,1.81,554,2391.09,6,5,No,Electronics,4.1,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Australia,1.48,2093,May
828,Bubble Wrap,Box,0.7,473,965.25,10,4,Yes,"Cosmetics, Accessories",3.4,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,0.73,2093,June
829,Biodegradable Foam,Envelope,0.4,844,1911.32,15,5,Yes,"Books, Cosmetics, Toys",4.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Europe, North America",1.43,2093,July
830,Biodegradable Foam,Envelope,1.56,3280,1871.14,7,4,No,"Toys, Electronics, Accessories",3.9,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Africa",1.38,2093,August
831,Thermal Insulated Box,Bag,1.91,1515,869.5,7,7,Yes,"Food, Jewelry, Cosmetics",4.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Europe,0.72,2093,September
832,Thermal Insulated Box,Bag,0.14,3907,1849.88,8,3,No,"Toys, Glassware, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"UAE, Australia",1.46,2093,October
833,Stretch Film,Envelope,1.56,4211,1619.1,3,5,No,"Tools, Cosmetics",4.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Europe, Latin America",1.29,2093,November
834,Honeycomb Paper,Box,0.2,2032,1262.33,11,3,Yes,"Electronics, Glassware",4.5,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,0.98,2093,December
835,Rigid Boxes,Envelope,1.14,2685,1724.07,4,9,Yes,Food,4.3,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"UAE, Australia",1.24,2094,January
836,Bubble Wrap,Filler,0.49,516,1156.59,11,10,No,Tools,3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,0.81,2094,February
837,Thermal Insulated Box,Wrap,1.07,3641,1917.74,6,4,Yes,"Tools, Electronics, Food",4.4,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Africa,1.19,2094,March
838,Shrink Wrap,Filler,1.88,2966,1657.82,14,8,No,Tools,4.4,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,UAE,1.32,2094,April
839,Biodegradable Foam,Bag,1.04,383,1609.18,12,6,Yes,"Clothing, Books",4.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Asia,1.05,2094,May
840,Biodegradable Foam,Filler,1.81,4996,1078.63,12,5,No,"Tools, Electronics, Clothing",4.7,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Latin America,0.79,2094,June
841,Jiffy Bag,Filler,1.72,2991,1305.02,12,4,No,Tools,4.9,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,Europe,0.94,2094,July
842,Plastic Mailer,Box,0.27,4335,1236.18,4,5,No,"Food, Jewelry, Toys",4.2,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Australia, UAE",0.83,2094,August
843,Rigid Boxes,Envelope,1.86,3935,904.16,5,3,Yes,"Glassware, Electronics, Tools",3.7,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Africa",0.73,2094,September
844,Shrink Wrap,Bag,0.6,4192,1158.86,15,5,Yes,"Glassware, Jewelry",3.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,North America,0.8,2094,October
845,Shrink Wrap,Box,0.48,2673,1801.42,9,5,No,"Glassware, Clothing, Books",3.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.27,2094,November
846,Biodegradable Foam,Filler,0.57,2307,1932.38,11,4,Yes,"Jewelry, Toys",3.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Latin America,1.32,2094,December
847,Plastic Mailer,Filler,0.06,1524,1536.05,9,4,Yes,"Glassware, Clothing, Accessories",4.7,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,1.07,2095,January
848,Bubble Wrap,Box,0.71,1634,1633.52,11,8,Yes,"Tools, Jewelry, Cosmetics",4.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"North America, Australia",0.94,2095,February
849,Rigid Boxes,Envelope,0.96,4935,1240.93,7,5,No,Accessories,4.9,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,0.95,2095,March
850,Bubble Wrap,Wrap,0.24,2646,1704.26,2,7,No,"Electronics, Toys",4.2,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, North America",1.29,2095,April
851,Honeycomb Paper,Box,0.69,1202,1844.67,4,7,No,"Jewelry, Accessories",4.0,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,UAE,1.41,2095,May
852,Padded Envelope,Envelope,1.27,897,1686.67,9,3,No,"Electronics, Books",4.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Asia, North America",1.28,2095,June
853,Shrink Wrap,Bag,0.29,3142,1619.8,2,7,Yes,Tools,3.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Africa,1.24,2095,July
854,Biodegradable Foam,Box,1.33,3682,1654.78,9,8,Yes,Glassware,3.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Latin America, Australia",1.06,2095,August
855,Stretch Film,Box,0.1,756,1131.32,4,8,Yes,Food,3.6,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,0.71,2095,September
856,Kraft Paper,Box,1.08,4274,1762.88,8,6,No,Food,4.3,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Australia,1.34,2095,October
857,Kraft Paper,Filler,1.19,546,1151.18,6,9,No,Toys,3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,North America,0.9,2095,November
858,Rigid Boxes,Box,1.6,3840,1475.6,8,8,Yes,Books,4.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Australia,1.01,2095,December
859,Biodegradable Foam,Box,0.18,2987,1001.81,9,4,No,"Accessories, Jewelry, Food",4.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"North America, Europe",0.76,2096,January
860,Jiffy Bag,Envelope,1.0,3704,2091.77,6,5,No,"Jewelry, Glassware",4.9,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Africa, UAE",1.41,2096,February
861,Rigid Boxes,Box,0.47,247,1466.23,4,6,Yes,Cosmetics,4.1,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Asia",1.03,2096,March
862,Jiffy Bag,Envelope,0.94,1002,1574.37,13,5,Yes,"Toys, Tools",3.9,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Europe, Asia",1.33,2096,April
863,Rigid Boxes,Wrap,1.71,2944,2336.13,7,3,No,"Tools, Food, Toys",3.6,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Asia,1.45,2096,May
864,Plastic Mailer,Bag,1.37,1819,1892.65,8,10,No,Toys,3.3,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.15,2096,June
865,Kraft Paper,Envelope,0.64,2236,1846.7,6,10,Yes,"Clothing, Books, Glassware",4.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,North America,1.41,2096,July
866,Corrugated Cardboard,Wrap,0.46,4953,1797.1,11,10,Yes,Tools,5.0,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Africa,1.34,2096,August
867,Shrink Wrap,Bag,0.47,655,1348.99,2,10,Yes,"Glassware, Toys",4.3,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Asia, Africa",0.94,2096,September
868,Rigid Boxes,Wrap,2.0,3213,1139.08,10,10,Yes,"Food, Glassware",3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Latin America,0.79,2096,October
869,Bubble Wrap,Box,0.78,1296,1725.03,15,8,Yes,"Jewelry, Books",4.2,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Australia,1.16,2096,November
870,Rigid Boxes,Filler,1.68,3429,2211.9,4,7,No,"Cosmetics, Books",4.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.32,2096,December
871,Shrink Wrap,Filler,1.19,3360,1123.83,10,10,No,"Cosmetics, Toys, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,North America,0.82,2097,January
872,Biodegradable Foam,Bag,0.87,3392,1489.25,3,6,Yes,"Toys, Food",3.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"UAE, Europe",1.16,2097,February
873,Shrink Wrap,Bag,0.19,199,1359.13,3,5,No,"Cosmetics, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"North America, Europe",1.13,2097,March
874,Plastic Mailer,Wrap,1.11,3029,1319.1,11,3,Yes,"Tools, Books",4.4,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.02,2097,April
875,Corrugated Cardboard,Filler,1.6,4064,1404.5,11,8,Yes,"Toys, Accessories, Electronics",3.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Europe, North America",1.01,2097,May
876,Jiffy Bag,Box,0.06,686,1398.76,13,7,Yes,Electronics,3.7,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Australia, Asia",0.85,2097,June
877,Biodegradable Foam,Filler,1.05,307,1812.51,7,6,No,"Books, Clothing",3.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Africa",1.37,2097,July
